Ticker,MAE,R2,Directional Accuracy,Sharpe,Strategy Return,Max Drawdown
AAPL,0.023594021797180176,0.03611630201339722,0.628140703517588,2.2857303175114256,0.44258082,-0.08807877
MSFT,0.024544106796383858,-0.19580435752868652,0.5628140703517588,0.47790293185577337,0.077483416,-0.12662695
GOOG,0.031100468710064888,-0.16377925872802734,0.49246231155778897,-0.0029998410009005405,0.005018711,-0.25427964
AMZN,0.030491173267364502,-0.005498766899108887,0.542713567839196,0.7119941382832489,0.26274002,-0.1608887
META,0.03528079390525818,-0.1399977207183838,0.5577889447236181,0.9646648472749003,0.18885922,-0.16683683
NVDA,0.06660795211791992,-0.43793463706970215,0.4221105527638191,-1.4382784032241107,-0.50692654,-0.56044537
